Id,awards_won,first_award,,
2435,4,Oscar,,
2436,3,FilmFare,,
2437,7,IIFA,,
2438,6,Oscar,,
2439,5,IIFA,,
2440,2,Grammy,,
2441,1,Oscar,,
2442,6,CANNES,,
2443,8,CANNES,,
2444,8,Oscar,,
2445,2,IITA,,
2446,7,TVStars,,
2447,1,National Award,,
2448,4,FilmFare,,
2449,4,TVStars,,
2450,3,IITA,,
2451,6,Emmy,,
2452,4,FilmFare,,
2453,7,IIFA,,
2454,5,National Award,,
2455,0,Grammy,,
2456,0,IITA,,
2457,6,CANNES,,
2458,3,FilmFare,,
2459,3,FilmFare,,
2460,3,FilmFare,,
2461,1,Emmy,,
2462,3,Grammy,,
2463,3,FilmFare,,
2464,4,IIFA,,
2465,1,TVStars,,
2466,6,FilmFare,,
2467,2,FilmFare,,
2468,7,TVStars,,
2469,8,CANNES,,
2470,1,Oscar,,
2471,4,Oscar,,
2472,8,CANNES,,
2473,6,TVStars,,
2474,3,Oscar,,
2475,0,Grammy,,
2476,5,National Award,,
2477,4,Grammy,,
2478,2,Grammy,,
2479,4,Grammy,,
2480,6,National Award,,
2481,8,CANNES,,
2482,4,Grammy,,
2483,8,IIFA,,
2484,4,Emmy,,
2485,0,FilmFare,,
2486,3,IITA,,
2487,7,Grammy,,
2488,3,FilmFare,,
2489,6,CANNES,,
2490,2,TVStars,,
2491,8,IIFA,,
2492,0,Emmy,,
2493,2,Grammy,,
2494,3,Oscar,,
2495,0,Grammy,,
2496,7,TVStars,,
2497,8,Oscar,,
2498,3,TVStars,,
2499,4,IIFA,,
2500,6,IIFA,,
2501,1,CANNES,,
2502,2,Oscar,,
2503,8,IIFA,,
2504,6,IITA,,
2505,7,IITA,,
2506,0,Emmy,,
2507,3,Grammy,,
2508,4,FilmFare,,
2509,8,IIFA,,
2510,5,CANNES,,
2511,1,Grammy,,
2512,7,Emmy,,
2513,1,IITA,,
2514,5,Oscar,,
2515,4,Emmy,,
2516,3,IIFA,,
2517,4,Grammy,,
2518,0,National Award,,
2519,3,IITA,,
2520,6,National Award,,
2521,0,Emmy,,
2522,6,Grammy,,
2523,2,IITA,,
2524,8,National Award,,
2525,0,TVStars,,
2526,6,Emmy,,
2527,8,Grammy,,
2528,6,IIFA,,
2529,2,IIFA,,
2530,0,National Award,,
2531,3,IITA,,
2532,7,IIFA,,
2533,6,IITA,,
2534,2,Emmy,,
2535,0,National Award,,
2536,6,Grammy,,
2537,8,National Award,,
2538,0,Emmy,,
2539,8,IIFA,,
2540,4,IITA,,
2541,1,IITA,,
2542,5,Grammy,,
2543,6,Grammy,,
2544,2,TVStars,,
2545,8,IIFA,,
2546,6,FilmFare,,
2547,4,Emmy,,
2548,4,IITA,,
2549,2,Oscar,,
2550,3,CANNES,,
2551,2,CANNES,,
2552,6,FilmFare,,
2553,1,IIFA,,
2554,6,Oscar,,
2555,3,Oscar,,
2556,8,Oscar,,
2557,4,IITA,,
2558,4,FilmFare,,
2559,7,FilmFare,,
2560,1,FilmFare,,
2561,5,Grammy,,
2562,0,National Award,,
2563,8,National Award,,
2564,7,Oscar,,
2565,1,Emmy,,
2566,8,CANNES,,
2567,8,Oscar,,
2568,8,Grammy,,
2569,0,TVStars,,
2570,5,FilmFare,,
2571,4,Oscar,,
2572,5,National Award,,
2573,2,Grammy,,
2574,6,TVStars,,
2575,7,IIFA,,
2576,1,National Award,,
2577,7,IIFA,,
2578,0,TVStars,,
2579,1,CANNES,,
2580,3,National Award,,
2581,2,Grammy,,
2582,4,FilmFare,,
2583,5,National Award,,
2584,2,IITA,,
2585,6,TVStars,,
2586,7,IIFA,,
2587,6,IITA,,
2588,3,IIFA,,
2589,3,Oscar,,
2590,3,Grammy,,
2591,1,Emmy,,
2592,8,IITA,,
2593,6,IIFA,,
2594,3,IIFA,,
2595,1,FilmFare,,
2596,1,National Award,,
2597,4,FilmFare,,
2598,6,CANNES,,
2599,3,Oscar,,
2600,5,TVStars,,
2601,3,Oscar,,
2602,2,IIFA,,
2603,7,National Award,,
2604,7,CANNES,,
2605,5,Grammy,,
2606,2,Oscar,,
2607,4,National Award,,
2608,4,IIFA,,
2609,6,Grammy,,
2610,8,IITA,,
2611,5,Grammy,,
2612,3,IITA,,
2613,3,IIFA,,
2614,3,Grammy,,
2615,0,IITA,,
2616,4,Grammy,,
2617,5,Grammy,,
2618,4,Emmy,,
2619,2,IIFA,,
2620,6,National Award,,
2621,6,National Award,,
2622,7,National Award,,
2623,7,Grammy,,
2624,2,Grammy,,
2625,8,Emmy,,
2626,7,Grammy,,
2627,1,FilmFare,,
2628,3,CANNES,,
2629,6,CANNES,,
2630,1,IITA,,
2631,7,National Award,,
2632,6,FilmFare,,
2633,8,IITA,,
2634,7,CANNES,,
2635,0,FilmFare,,
2636,0,Grammy,,
2637,2,FilmFare,,
2638,0,CANNES,,
2639,2,National Award,,
2640,2,IITA,,
2641,7,CANNES,,
2642,5,IITA,,
2643,2,Emmy,,
2644,6,TVStars,,
2645,6,FilmFare,,
2646,6,IITA,,
2647,4,TVStars,,
2648,1,Emmy,,
2649,8,Emmy,,
2650,4,National Award,,
2651,6,IITA,,
2652,6,TVStars,,
2653,4,Oscar,,
2654,7,National Award,,
2655,6,IITA,,
2656,0,National Award,,
2657,7,Oscar,,
2658,0,Oscar,,
2659,6,IIFA,,
2660,0,Emmy,,
2661,2,TVStars,,
2662,7,IITA,,
2663,1,IITA,,
2664,7,TVStars,,
2665,2,Grammy,,
2666,1,FilmFare,,
2667,3,National Award,,
2668,3,Oscar,,
2669,4,IIFA,,
2670,3,CANNES,,
2671,8,Emmy,,
2672,2,IIFA,,
2673,0,CANNES,,
2674,4,IIFA,,
2675,4,Grammy,,
2676,0,Grammy,,
2677,7,FilmFare,,
2678,5,CANNES,,
2679,2,National Award,,
2680,7,IIFA,,
2681,4,Oscar,,
2682,1,FilmFare,,
2683,1,CANNES,,
2684,2,National Award,,
2685,0,IITA,,
2686,4,IITA,,
2687,1,FilmFare,,
2688,8,Grammy,,
2689,0,National Award,,
2690,1,CANNES,,
2691,3,National Award,,
2692,0,Emmy,,
2693,4,IITA,,
2694,3,Oscar,,
2695,4,Grammy,,
2696,6,TVStars,,
2697,2,Oscar,,
2698,7,Oscar,,
2699,4,TVStars,,
2700,6,Grammy,,
2701,6,IIFA,,
2702,0,Grammy,,
2703,7,Oscar,,
2704,8,IIFA,,
2705,3,CANNES,,
2706,0,National Award,,
2707,2,National Award,,
2708,3,Oscar,,
2709,1,CANNES,,
2710,7,Grammy,,
2711,0,IIFA,,
2712,5,IITA,,
2713,6,Emmy,,
2714,2,TVStars,,
2715,7,Oscar,,
2716,2,National Award,,
2717,8,National Award,,
2718,6,CANNES,,
2719,7,TVStars,,
2720,4,CANNES,,
2721,7,National Award,,
2722,3,IIFA,,
2723,3,Emmy,,
2724,7,Emmy,,
2725,0,IITA,,
2726,0,IIFA,,
2727,3,IIFA,,
2728,4,Grammy,,
2729,8,FilmFare,,
2730,1,TVStars,,
2731,4,TVStars,,
2732,5,IITA,,
2733,6,Grammy,,
2734,2,IITA,,
2735,1,Emmy,,
2736,3,CANNES,,
2737,7,Grammy,,
2738,2,CANNES,,
2739,3,FilmFare,,
2740,2,Grammy,,
2741,1,IIFA,,
2742,7,IITA,,
2743,8,IIFA,,
2744,1,FilmFare,,
2745,8,CANNES,,
2746,2,IITA,,
2747,2,Oscar,,
2748,1,Oscar,,
2749,5,CANNES,,
2750,8,IITA,,
2751,5,IIFA,,
2752,5,Oscar,,
2753,3,CANNES,,
2754,5,IIFA,,
2755,1,National Award,,
2756,7,Grammy,,
2757,7,IIFA,,
2758,3,CANNES,,
2759,0,CANNES,,
2760,7,IIFA,,
2761,1,CANNES,,
2762,6,IIFA,,
2763,1,CANNES,,
2764,5,Grammy,,
2765,6,Grammy,,
2766,4,Emmy,,
2767,3,Grammy,,
2768,1,FilmFare,,
2769,3,FilmFare,,
2770,2,National Award,,
2771,8,TVStars,,
2772,7,National Award,,
2773,3,National Award,,
2774,7,Grammy,,
2775,6,Grammy,,
2776,3,Emmy,,
2777,8,FilmFare,,
2778,7,Grammy,,
2779,3,IIFA,,
2780,1,CANNES,,
2781,4,IIFA,,
2782,0,TVStars,,
2783,7,Oscar,,
2784,2,IIFA,,
2785,0,IITA,,
2786,5,TVStars,,
2787,3,IITA,,
2788,4,Oscar,,
2789,2,FilmFare,,
2790,2,Grammy,,
2791,1,National Award,,
2792,0,Oscar,,
2793,1,IIFA,,
2794,5,Grammy,,
2795,3,Grammy,,
2796,1,FilmFare,,
2797,3,Oscar,,
2798,8,FilmFare,,
2799,5,Oscar,,
2800,0,Grammy,,
2801,4,FilmFare,,
2802,6,National Award,,
2803,8,FilmFare,,
2804,2,Emmy,,
2805,2,IITA,,
2806,1,CANNES,,
2807,2,FilmFare,,
2808,6,IIFA,,
2809,4,CANNES,,
2810,0,IIFA,,
2811,3,IIFA,,
2812,4,FilmFare,,
2813,7,FilmFare,,
2814,8,FilmFare,,
2815,0,TVStars,,
2816,3,Grammy,,
2817,5,Emmy,,
2818,0,Oscar,,
2819,8,CANNES,,
2820,6,CANNES,,
2821,5,FilmFare,,
2822,7,CANNES,,
2823,1,Emmy,,
2824,1,IIFA,,
2825,5,IIFA,,
2826,2,FilmFare,,
2827,2,IIFA,,
2828,2,TVStars,,
2829,5,National Award,,
2830,0,Grammy,,
2831,7,FilmFare,,
2832,8,TVStars,,
2833,7,Oscar,,
2834,0,IIFA,,
2835,6,IIFA,,
2836,2,TVStars,,
2837,3,IIFA,,
2838,0,TVStars,,
2839,5,Oscar,,
2840,7,Emmy,,
2841,0,TVStars,,
2842,3,Grammy,,
2843,3,IITA,,
2844,5,IIFA,,
2845,0,National Award,,
2846,6,Grammy,,
2847,1,FilmFare,,
2848,6,CANNES,,
2849,1,Oscar,,
2850,2,IIFA,,
2851,5,Emmy,,
2852,2,FilmFare,,
2853,3,IITA,,
2854,8,CANNES,,
2855,2,National Award,,
2856,4,FilmFare,,
2857,8,FilmFare,,
2858,1,IIFA,,
2859,4,IITA,,
2860,8,Oscar,,
2861,5,FilmFare,,
2862,1,IIFA,,
2863,3,Oscar,,
2864,5,FilmFare,,
2865,2,IITA,,
2866,3,FilmFare,,
2867,4,IIFA,,
2868,3,IIFA,,
2869,3,National Award,,
2870,3,TVStars,,
2871,4,TVStars,,
2872,0,Oscar,,
2873,3,Emmy,,
2874,8,FilmFare,,
2875,0,Oscar,,
2876,1,Grammy,,
2877,0,FilmFare,,
2878,7,Grammy,,
2879,6,FilmFare,,
2880,4,Oscar,,
2881,8,Grammy,,
2882,0,IITA,,
2883,1,Oscar,,
2884,5,Grammy,,
2885,6,Oscar,,
2886,5,Emmy,,
2887,4,National Award,,
2888,2,IIFA,,
2889,1,CANNES,,
2890,6,Emmy,,
2891,4,FilmFare,,
2892,4,FilmFare,,
2893,1,Emmy,,
2894,7,IITA,,
2895,0,Emmy,,
2896,8,IITA,,
2897,0,CANNES,,
2898,3,Emmy,,
2899,4,Oscar,,
2900,7,Emmy,,
2901,3,National Award,,
2902,0,Emmy,,
2903,8,Emmy,,
2904,0,Emmy,,
2905,5,Emmy,,
2906,2,Oscar,,
2907,2,Emmy,,
2908,4,TVStars,,
2909,8,IIFA,,
2910,4,Emmy,,
2911,3,IIFA,,
2912,3,IIFA,,
2913,4,FilmFare,,
2914,6,Oscar,,
2915,0,FilmFare,,
2916,2,National Award,,
2917,6,Emmy,,
2918,7,National Award,,
2919,0,FilmFare,,
2920,4,IITA,,
2921,3,CANNES,,
2922,1,National Award,,
2923,6,Oscar,,
2924,4,CANNES,,
2925,5,Oscar,,
2926,0,Grammy,,
2927,2,Emmy,,
2928,8,CANNES,,
2929,7,TVStars,,
2930,2,CANNES,,
2931,4,National Award,,
2932,2,TVStars,,
2933,6,National Award,,
2934,8,Emmy,,
2935,5,Emmy,,
2936,8,Emmy,,
2937,1,National Award,,
2938,2,TVStars,,
2939,0,IIFA,,
2940,8,Emmy,,
2941,5,FilmFare,,
2942,0,CANNES,,
2943,1,National Award,,
2944,2,Grammy,,
2945,7,National Award,,
2946,2,National Award,,
2947,5,Oscar,,
2948,0,Emmy,,
2949,8,IITA,,
2950,6,IIFA,,
2951,6,Oscar,,
2952,7,TVStars,,
2953,7,TVStars,,
2954,1,Oscar,,
2955,5,CANNES,,
2956,5,FilmFare,,
2957,0,FilmFare,,
2958,0,TVStars,,
2959,1,Oscar,,
2960,3,CANNES,,
2961,0,Grammy,,
2962,4,Emmy,,
2963,2,FilmFare,,
2964,8,Oscar,,
2965,2,Grammy,,
2966,6,Grammy,,
2967,1,National Award,,
2968,5,Grammy,,
2969,2,Emmy,,
2970,5,TVStars,,
2971,3,IITA,,
2972,6,Emmy,,
2973,4,TVStars,,
2974,5,Emmy,,
2975,5,Grammy,,
2976,3,Grammy,,
2977,5,IITA,,
2978,3,National Award,,
2979,2,National Award,,
2980,1,IIFA,,
2981,7,FilmFare,,
2982,4,National Award,,
2983,0,Oscar,,
2984,3,National Award,,
2985,6,Oscar,,
2986,3,TVStars,,
2987,5,FilmFare,,
2988,4,Grammy,,
2989,4,CANNES,,
2990,6,Grammy,,
2991,3,Oscar,,
2992,5,Grammy,,
2993,7,IIFA,,
2994,6,FilmFare,,
2995,2,Oscar,,
2996,3,Grammy,,
2997,3,Oscar,,
2998,1,National Award,,
2999,6,TVStars,,
3000,6,FilmFare,,
3001,7,TVStars,,
3002,8,TVStars,,
3003,3,National Award,,
3004,2,Grammy,,
3005,1,Oscar,,
3006,5,FilmFare,,
3007,0,Oscar,,
3008,5,TVStars,,
3009,5,IIFA,,
3010,1,Oscar,,
3011,4,IIFA,,
3012,5,Emmy,,
3013,7,Grammy,,
3014,3,National Award,,
3015,8,CANNES,,
3016,6,IIFA,,
3017,4,IITA,,
3018,1,Emmy,,
3019,8,TVStars,,
3020,5,FilmFare,,
3021,4,Grammy,,
3022,8,IITA,,
3023,8,Grammy,,
3024,3,IITA,,
3025,7,CANNES,,
3026,8,CANNES,,
3027,4,IITA,,
3028,1,FilmFare,,
3029,6,TVStars,,
3030,3,Emmy,,
3031,3,TVStars,,
3032,6,Oscar,,
3033,0,TVStars,,
3034,8,Emmy,,
3035,4,National Award,,
3036,8,Oscar,,
3037,1,Grammy,,
3038,7,Emmy,,
3039,2,Emmy,,
3040,0,TVStars,,
3041,2,FilmFare,,
3042,7,Emmy,,
3043,1,Oscar,,
3044,0,FilmFare,,
3045,6,IITA,,
3046,4,FilmFare,,
3047,7,Emmy,,
3048,3,Emmy,,
3049,7,FilmFare,,
3050,1,IIFA,,
3051,1,IITA,,
3052,5,IIFA,,
3053,6,National Award,,
3054,0,Grammy,,
3055,0,TVStars,,
3056,0,Emmy,,
3057,1,Emmy,,
3058,3,National Award,,
3059,8,FilmFare,,
3060,4,FilmFare,,
3061,7,FilmFare,,
3062,4,Emmy,,
3063,3,CANNES,,
3064,6,CANNES,,
3065,1,Oscar,,
3066,8,Grammy,,
3067,0,IITA,,
3068,4,IIFA,,
3069,4,CANNES,,
3070,0,Grammy,,
3071,0,TVStars,,
3072,1,IITA,,
3073,3,IITA,,
3074,3,Grammy,,
3075,7,National Award,,
3076,2,CANNES,,
3077,6,IITA,,
3078,2,Oscar,,
3079,5,IIFA,,
3080,4,Emmy,,
3081,0,National Award,,
3082,2,IIFA,,
3083,8,Grammy,,
3084,3,TVStars,,
3085,4,National Award,,
3086,0,CANNES,,
3087,4,IIFA,,
3088,0,TVStars,,
3089,8,TVStars,,
3090,7,Oscar,,
3091,5,National Award,,
3092,1,National Award,,
3093,4,National Award,,
3094,7,IITA,,
3095,0,Emmy,,
3096,3,CANNES,,
3097,7,IIFA,,
3098,1,National Award,,
3099,0,TVStars,,
3100,7,IITA,,
3101,0,IITA,,
3102,3,TVStars,,
3103,2,Emmy,,
3104,3,IIFA,,
3105,6,CANNES,,
3106,7,Emmy,,
3107,8,CANNES,,
3108,5,FilmFare,,
3109,1,Emmy,,
3110,7,National Award,,
3111,6,Emmy,,
3112,6,IIFA,,
3113,5,FilmFare,,
3114,3,Oscar,,
3115,6,IIFA,,
3116,6,TVStars,,
3117,5,TVStars,,
3118,0,FilmFare,,
3119,8,IIFA,,
3120,1,IIFA,,
3121,6,CANNES,,
3122,0,Emmy,,
3123,8,TVStars,,
3124,4,IITA,,
3125,4,Emmy,,
3126,5,Oscar,,
3127,5,Grammy,,
3128,0,Grammy,,
3129,1,CANNES,,
3130,5,IIFA,,
3131,7,IIFA,,
3132,3,IIFA,,
3133,0,IITA,,
3134,8,IITA,,
3135,6,National Award,,
3136,1,Oscar,,
3137,4,FilmFare,,
3138,4,Emmy,,
3139,4,IIFA,,
3140,4,Oscar,,
3141,5,National Award,,
3142,6,Emmy,,
3143,0,IITA,,
3144,2,Oscar,,
3145,4,Grammy,,
3146,2,FilmFare,,
3147,1,FilmFare,,
3148,5,TVStars,,
3149,0,Emmy,,
3150,6,TVStars,,
3151,2,Grammy,,
3152,1,Oscar,,
3153,2,IIFA,,
3154,4,Emmy,,
3155,0,National Award,,
3156,1,IITA,,
3157,6,Oscar,,
3158,4,IIFA,,
3159,0,Grammy,,
3160,4,Grammy,,
3161,2,Grammy,,
3162,2,IIFA,,
3163,3,Emmy,,
3164,4,CANNES,,
3165,7,FilmFare,,
3166,8,IIFA,,
3167,5,CANNES,,
3168,3,CANNES,,
3169,5,IITA,,
3170,4,FilmFare,,
3171,5,Emmy,,
3172,1,CANNES,,
3173,3,IITA,,
3174,5,Emmy,,
3175,8,National Award,,
3176,5,Emmy,,
3177,3,CANNES,,
3178,7,CANNES,,
3179,5,TVStars,,
3180,1,Grammy,,
3181,4,Oscar,,
3182,5,Emmy,,
3183,5,Grammy,,
3184,7,Oscar,,
3185,8,National Award,,
3186,4,Grammy,,
3187,8,TVStars,,
3188,5,CANNES,,
3189,1,CANNES,,
3190,6,Oscar,,
3191,8,FilmFare,,
3192,7,Emmy,,
3193,1,Emmy,,
3194,3,IIFA,,
3195,3,IITA,,
3196,8,CANNES,,
3197,1,Emmy,,
3198,1,TVStars,,
3199,8,National Award,,
3200,4,National Award,,
3201,1,Oscar,,
3202,0,Emmy,,
3203,1,IIFA,,
3204,7,Oscar,,
3205,5,Grammy,,
3206,0,Emmy,,
3207,8,Grammy,,
3208,3,Emmy,,
3209,5,FilmFare,,
3210,4,Grammy,,
3211,2,IITA,,
3212,1,Oscar,,
3213,7,Emmy,,
3214,5,FilmFare,,
3215,2,National Award,,
3216,0,IITA,,
3217,7,TVStars,,
3218,7,IITA,,
3219,1,IIFA,,
3220,2,Grammy,,
3221,7,IIFA,,
3222,2,FilmFare,,
3223,7,Oscar,,
3224,1,FilmFare,,
3225,2,FilmFare,,
3226,0,Emmy,,
3227,5,Oscar,,
3228,7,TVStars,,
3229,2,Grammy,,
3230,0,Oscar,,
3231,4,Emmy,,
3232,7,FilmFare,,
3233,0,Oscar,,
3234,6,National Award,,
3235,3,TVStars,,
3236,7,Grammy,,
3237,1,Emmy,,
3238,7,Emmy,,
3239,3,IIFA,,
3240,1,FilmFare,,
3241,4,TVStars,,
3242,1,Grammy,,
3243,8,IIFA,,
3244,3,IITA,,
3245,0,IITA,,
3246,0,TVStars,,
3247,5,IIFA,,
3248,4,Emmy,,
3249,8,IIFA,,
3250,0,Emmy,,
3251,4,National Award,,
3252,1,Emmy,,
3253,1,Emmy,,
3254,6,IIFA,,
3255,7,IIFA,,
3256,4,National Award,,
3257,8,FilmFare,,
3258,1,National Award,,
3259,0,FilmFare,,
3260,7,IITA,,
3261,3,Emmy,,
3262,1,CANNES,,
3263,4,National Award,,
3264,8,Grammy,,
3265,8,National Award,,
3266,0,TVStars,,
3267,3,FilmFare,,
3268,6,Emmy,,
3269,7,Emmy,,
3270,7,Grammy,,
3271,0,Grammy,,
3272,1,Oscar,,
3273,5,National Award,,
3274,1,CANNES,,
3275,2,Oscar,,
3276,4,Emmy,,
3277,8,IIFA,,
3278,4,CANNES,,
3279,6,IIFA,,
3280,5,IIFA,,
3281,0,Emmy,,
3282,0,FilmFare,,
3283,4,TVStars,,
3284,8,TVStars,,
3285,3,Oscar,,
3286,4,Oscar,,
3287,7,TVStars,,
3288,5,TVStars,,
3289,0,CANNES,,
3290,7,IITA,,
3291,8,National Award,,
3292,8,CANNES,,
3293,5,Emmy,,
3294,4,CANNES,,
3295,3,IITA,,
3296,8,Oscar,,
3297,2,TVStars,,
3298,2,National Award,,
3299,1,IITA,,
3300,0,IITA,,
3301,1,Emmy,,
3302,1,IIFA,,
3303,7,Oscar,,
3304,1,IITA,,
3305,7,IIFA,,
3306,3,Emmy,,
3307,7,IITA,,
3308,1,IIFA,,
3309,8,TVStars,,
3310,7,IIFA,,
3311,6,Oscar,,
3312,1,Grammy,,
3313,1,National Award,,
3314,4,IIFA,,
3315,7,CANNES,,
3316,4,TVStars,,
3317,2,IITA,,
3318,2,TVStars,,
3319,4,Grammy,,
3320,4,CANNES,,
3321,7,FilmFare,,
3322,8,IITA,,
3323,6,IIFA,,
3324,2,National Award,,
3325,2,IIFA,,
3326,8,CANNES,,
3327,8,Emmy,,
3328,7,IIFA,,
3329,2,Grammy,,
3330,2,TVStars,,
3331,0,National Award,,
3332,5,Emmy,,
3333,5,CANNES,,
3334,8,FilmFare,,
3335,0,TVStars,,
3336,2,CANNES,,
3337,6,National Award,,
3338,0,IITA,,
3339,8,Oscar,,
3340,6,TVStars,,
3341,0,IIFA,,
3342,3,National Award,,
3343,6,FilmFare,,
3344,1,IIFA,,
3345,4,IITA,,
3346,2,FilmFare,,
3347,0,National Award,,
3348,7,CANNES,,
3349,3,IITA,,
3350,2,Grammy,,
3351,8,TVStars,,
3352,7,IIFA,,
3353,0,National Award,,
3354,4,Emmy,,
3355,2,IIFA,,
3356,1,CANNES,,
3357,1,Emmy,,
3358,8,Emmy,,
3359,7,National Award,,
3360,8,Emmy,,
3361,0,IITA,,
3362,7,Emmy,,
3363,5,National Award,,
3364,0,FilmFare,,
3365,7,Oscar,,
3366,6,IITA,,
3367,7,FilmFare,,
3368,1,Oscar,,
3369,4,Grammy,,
3370,0,CANNES,,
3371,3,IITA,,
3372,3,FilmFare,,
3373,7,Oscar,,
3374,8,National Award,,
3375,3,National Award,,
3376,4,CANNES,,
3377,4,CANNES,,
3378,2,IITA,,
3379,5,IIFA,,
3380,2,Oscar,,
3381,8,National Award,,
3382,3,IITA,,
3383,4,National Award,,
3384,8,CANNES,,
3385,0,CANNES,,
3386,3,National Award,,
3387,1,IITA,,
3388,6,IIFA,,
3389,4,TVStars,,
3390,2,Emmy,,
3391,5,FilmFare,,
3392,7,CANNES,,
3393,3,Oscar,,
3394,5,National Award,,
3395,0,IIFA,,
3396,6,Grammy,,
3397,1,IIFA,,
3398,8,TVStars,,
3399,0,Oscar,,
3400,5,TVStars,,
3401,8,FilmFare,,
3402,1,Grammy,,
3403,1,Grammy,,
3404,2,Grammy,,
3405,1,Oscar,,
3406,5,Oscar,,
3407,2,CANNES,,
3408,0,IITA,,
3409,4,IITA,,
3410,8,Oscar,,
3411,5,Emmy,,
3412,8,Oscar,,
3413,5,Emmy,,
3414,6,National Award,,
3415,8,Emmy,,
3416,0,IITA,,
3417,3,National Award,,
3418,8,National Award,,
3419,0,FilmFare,,
3420,0,Emmy,,
3421,6,Oscar,,
3422,8,IIFA,,
3423,8,Emmy,,
3424,0,IIFA,,
3425,2,IITA,,
3426,5,TVStars,,
3427,8,National Award,,
3428,7,IIFA,,
3429,8,Grammy,,
3430,3,National Award,,
3431,2,Emmy,,
3432,5,CANNES,,
3433,1,Emmy,,
3434,0,Grammy,,
3435,4,TVStars,,
3436,2,IIFA,,
3437,6,CANNES,,
3438,8,Oscar,,
3439,5,FilmFare,,
3440,6,IITA,,
3441,3,FilmFare,,
3442,2,Emmy,,
3443,6,TVStars,,
3444,6,FilmFare,,
3445,7,IITA,,
3446,3,CANNES,,
3447,0,Emmy,,
3448,0,Grammy,,
3449,6,IITA,,
3450,5,IIFA,,
3451,7,Emmy,,
3452,2,Oscar,,
3453,4,Grammy,,
3454,5,IIFA,,
3455,6,Oscar,,
3456,1,TVStars,,
3457,6,Oscar,,
3458,0,Grammy,,
3459,4,IIFA,,
3460,7,Emmy,,
3461,2,TVStars,,
3462,5,IITA,,
3463,7,Emmy,,
3464,0,IIFA,,
3465,1,IIFA,,
3466,8,FilmFare,,
3467,6,Emmy,,
3468,1,CANNES,,
3469,2,IIFA,,
3470,4,National Award,,
3471,6,IIFA,,
3472,2,CANNES,,
3473,8,IITA,,
3474,3,TVStars,,
3475,2,IITA,,
3476,2,Oscar,,
3477,4,IIFA,,
3478,0,IITA,,
3479,6,National Award,,
3480,5,FilmFare,,
3481,6,Emmy,,
3482,1,IIFA,,
3483,3,Oscar,,
3484,3,FilmFare,,
3485,5,Grammy,,
3486,4,Oscar,,
3487,3,IIFA,,
3488,0,Emmy,,
3489,2,Emmy,,
3490,3,IIFA,,
3491,0,TVStars,,
3492,3,CANNES,,
3493,8,TVStars,,
3494,5,Emmy,,
3495,3,National Award,,
3496,2,IIFA,,
3497,8,IIFA,,
3498,5,IIFA,,
3499,1,Emmy,,
3500,4,Oscar,,
3501,5,IITA,,
3502,0,IIFA,,
3503,7,IIFA,,
3504,6,CANNES,,
3505,2,Grammy,,
3506,5,FilmFare,,
3507,0,CANNES,,
3508,6,FilmFare,,
3509,8,Oscar,,
3510,4,IITA,,
3511,6,TVStars,,
3512,1,FilmFare,,
3513,7,FilmFare,,
3514,4,Oscar,,
3515,0,IIFA,,
3516,3,Oscar,,
3517,0,Oscar,,
3518,8,IITA,,
3519,6,Grammy,,
3520,1,IIFA,,
3521,3,CANNES,,
3522,0,Oscar,,
3523,0,TVStars,,
3524,2,IITA,,
3525,2,IITA,,
3526,4,National Award,,
3527,2,Grammy,,
3528,4,IITA,,
3529,8,IIFA,,
3530,4,FilmFare,,
3531,6,National Award,,
3532,6,Emmy,,
3533,8,National Award,,
3534,4,Emmy,,
3535,4,National Award,,
3536,3,FilmFare,,
3537,2,National Award,,
3538,6,National Award,,
3539,2,IIFA,,
3540,7,Grammy,,
3541,2,National Award,,
3542,2,FilmFare,,
3543,6,National Award,,
3544,0,Emmy,,
3545,8,Oscar,,
3546,2,National Award,,
3547,3,Oscar,,
3548,0,IIFA,,
3549,7,Grammy,,
3550,5,FilmFare,,
3551,3,IIFA,,
3552,1,Grammy,,
3553,3,FilmFare,,
3554,1,Oscar,,
3555,8,National Award,,
3556,5,FilmFare,,
3557,2,Emmy,,
3558,3,Grammy,,
3559,1,Grammy,,
3560,1,TVStars,,
3561,3,CANNES,,
3562,0,IIFA,,
3563,3,National Award,,
3564,0,CANNES,,
3565,3,Emmy,,
3566,5,CANNES,,
3567,3,IIFA,,
3568,5,National Award,,
3569,3,TVStars,,
3570,6,CANNES,,
3571,4,TVStars,,
3572,4,CANNES,,
3573,7,National Award,,
3574,2,TVStars,,
3575,6,Emmy,,
3576,1,Grammy,,
3577,1,Oscar,,
3578,0,FilmFare,,
3579,4,FilmFare,,
3580,6,Grammy,,
3581,7,Emmy,,
3582,3,FilmFare,,
3583,4,Oscar,,
3584,8,TVStars,,
3585,5,IITA,,
3586,3,Emmy,,
3587,2,FilmFare,,
3588,8,IITA,,
3589,4,CANNES,,
3590,2,TVStars,,
3591,6,FilmFare,,
3592,0,Emmy,,
3593,2,IIFA,,
3594,7,National Award,,
3595,5,Emmy,,
3596,6,IIFA,,
3597,4,National Award,,
3598,8,FilmFare,,
3599,0,IITA,,
3600,1,IIFA,,
3601,3,Emmy,,
3602,0,FilmFare,,
3603,0,Grammy,,
3604,3,Emmy,,
3605,4,IITA,,
3606,5,TVStars,,
3607,5,Grammy,,
3608,2,National Award,,
3609,7,National Award,,
